locus_tag,ftype,gene,product,Sample,Plasmid_ID,is_interesting
GCA_0370037451_plasm_00032,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00033,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00034,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00035,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00036,CDS,relE,mRNA interferase toxin RelE,GCA_037003745.1,plasmid_AB233,True
GCA_0370037451_plasm_00037,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00038,CDS,pir,PI protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00039,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00040,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00041,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00042,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00043,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00044,CDS,bin3,Putative transposon Tn552 DNA-invertase bin3,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00045,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00046,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00047,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00048,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00049,CDS,,Tn3 family transposase Tn2,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00050,CDS,tnpR,Transposon Tn3 resolvase,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00051,CDS,bla,Beta-lactamase TEM,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00052,CDS,,Tn3 family transposase TnAs3,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00053,CDS,hin,DNA-invertase hin,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00054,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00055,CDS,xerC,Tyrosine recombinase XerC,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00056,CDS,ant1,Streptomycin 3''-adenylyltransferase,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00057,CDS,emrE,Multidrug transporter EmrE,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00058,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00059,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00060,CDS,merA,Mercuric reductase,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00061,CDS,merC,Mercuric transport protein MerC,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00062,CDS,merP,Mercuric transport protein periplasmic component,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00063,CDS,merT,Mercuric transport protein MerT,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00064,CDS,,ISL3 family transposase ISStma11,GCA_037003745.1,plasmid_AB233,False
GCA_0370037451_plasm_00001,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00002,CDS,rcsB,Transcriptional regulatory protein RcsB,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00003,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00004,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00005,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00006,CDS,faeE,Chaperone protein FaeE,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00007,CDS,fimD,Outer membrane usher protein FimD,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00008,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00009,CDS,papB,Major pilu subunit operon regulatory protein PapB,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00010,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00011,CDS,repB,RepFIB replication protein A,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00012,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00013,CDS,ccdA,Antitoxin CcdA,GCA_037003745.1,plasmid_AB461,True
GCA_0370037451_plasm_00014,CDS,ccdB,Toxin CcdB,GCA_037003745.1,plasmid_AB461,True
GCA_0370037451_plasm_00015,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00016,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00017,CDS,xerC,Tyrosine recombinase XerC,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00018,CDS,pdeL,Cyclic di-GMP phosphodiesterase PdeL,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00019,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00020,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00021,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00022,CDS,,Invasin,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00023,CDS,,IS200/IS605 family transposase ISEc46,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00024,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00025,CDS,vsdE,Virulence protein vsdE,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00026,CDS,spvC,MAPK phosphothreonine lyase,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00027,CDS,spvB,Mono(ADP-ribosyl)transferase SpvB,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00028,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00029,CDS,mkaB,28.1 kDa virulence protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00030,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00031,CDS,mkaC,Virulence genes transcriptional activator,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00032,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00033,CDS,,IS630 family transposase ISEc33,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00034,CDS,,IS481 family transposase ISAzs36,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00035,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00036,CDS,hin,DNA-invertase hin,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00037,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00038,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00039,CDS,smc,Chromosome partition protein Smc,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00040,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00041,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00042,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00043,CDS,,ISNCY family transposase ISSen7,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00044,CDS,parA,Plasmid partition protein A,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00045,CDS,virB,Virulence regulon transcriptional activator VirB,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00046,CDS,umuC,Protein UmuC,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00047,CDS,umuD,Protein UmuD,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00048,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00049,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00050,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00051,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00052,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00053,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00054,CDS,traM,Relaxosome protein TraM,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00055,CDS,traJ,Protein TraJ,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00056,CDS,traY,Relaxosome protein TraY,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00057,CDS,traA,Pilin,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00058,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00059,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00060,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00061,CDS,yjiK,putative protein YjiK,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00062,CDS,ail,Attachment invasion locus protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00063,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00064,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00065,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00066,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00067,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00068,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00069,CDS,finO,Fertility inhibition protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00070,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00071,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00072,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00073,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00074,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00075,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00076,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370037451_plasm_00077,CDS,,hypothetical protein,GCA_037003745.1,plasmid_AB461,False
GCA_0370038851_plasm_00001,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00002,CDS,relE,mRNA interferase toxin RelE,GCA_037003885.1,plasmid_AB712,True
GCA_0370038851_plasm_00003,CDS,dnaJ,Chaperone protein DnaJ,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00004,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00005,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00006,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00007,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00008,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00009,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00010,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00011,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00012,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00013,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00014,CDS,rfaH,Transcription antitermination protein RfaH,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00015,CDS,,IS6 family transposase IS26,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00016,CDS,folP,Dihydropteroate synthase,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00017,CDS,neo,Aminoglycoside 3'-phosphotransferase,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00018,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00019,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00020,CDS,bla,Beta-lactamase TEM,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00021,CDS,tnpR,Transposon Tn3 resolvase,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00022,CDS,,Tn3 family transposase Tn2,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00023,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00024,CDS,bin3,Putative transposon Tn552 DNA-invertase bin3,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00025,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00026,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00027,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00028,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00029,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00030,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00031,CDS,,hypothetical protein,GCA_037003885.1,plasmid_AB712,False
GCA_0370038851_plasm_00032,CDS,pir,PI protein,GCA_037003885.1,plasmid_AB712,False
GCA_0414112151_plasm_00001,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00002,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00003,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00004,CDS,bin3,Putative transposon Tn552 DNA-invertase bin3,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00005,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00006,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00007,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00008,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00009,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00010,CDS,pir,PI protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00011,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00012,CDS,relE,mRNA interferase toxin RelE,GCA_041411215.1,plasmid_AB233,True
GCA_0414112151_plasm_00013,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00014,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00015,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00016,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00017,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00018,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00019,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00020,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00021,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00022,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00023,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00024,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00025,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00026,CDS,virB4,Type IV secretion system protein virB4,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00027,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00028,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00029,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00030,CDS,ptlE,Type IV secretion system protein PtlE,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00031,CDS,virB9,Type IV secretion system protein virB9,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00032,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00033,CDS,,Type IV secretion system protein VirB11,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00034,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00035,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00036,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00037,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00038,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00039,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00040,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00041,CDS,,IS3 family transposase IS2,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00042,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00043,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00044,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00045,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00046,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00047,CDS,topB,DNA topoisomerase 3,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00048,CDS,ymoA,Modulating protein YmoA,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00049,CDS,stpA,DNA-binding protein StpA,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00050,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00051,CDS,bla,Beta-lactamase TEM,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00052,CDS,tnpR,Transposon Tn3 resolvase,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00053,CDS,,Tn3 family transposase Tn2,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00054,CDS,,Tn3 family transposase TnAs1,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00055,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00056,CDS,tetA,"Tetracycline resistance protein, class C",GCA_041411215.1,plasmid_AB233,True
GCA_0414112151_plasm_00057,CDS,tetR,Tetracycline repressor protein class A from transposon 1721,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00058,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00059,CDS,,ISL3 family transposase ISStma11,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00060,CDS,merT,Mercuric transport protein MerT,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00061,CDS,merP,Mercuric transport protein periplasmic component,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00062,CDS,merC,Mercuric transport protein MerC,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00063,CDS,merA,Mercuric reductase,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00064,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00065,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00066,CDS,,putative signaling protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00067,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00068,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00069,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00070,CDS,folP,Dihydropteroate synthase,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00071,CDS,emrE,Multidrug transporter EmrE,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00072,CDS,ant1,Streptomycin 3''-adenylyltransferase,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00073,CDS,dhfrI,Dihydrofolate reductase type 1,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00074,CDS,xerC,Tyrosine recombinase XerC,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00075,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00076,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00077,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00078,CDS,,IS1 family transposase IS1D,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00079,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00080,CDS,,Tn3 family transposase Tn2,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00081,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB233,False
GCA_0414112151_plasm_00001,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00002,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00003,CDS,ail,Attachment invasion locus protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00004,CDS,yjiK,putative protein YjiK,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00005,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00006,CDS,dsbA,Thiol:disulfide interchange protein DsbA,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00007,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00008,CDS,rcsB,Transcriptional regulatory protein RcsB,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00009,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00010,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00011,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00012,CDS,faeE,Chaperone protein FaeE,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00013,CDS,fimD,Outer membrane usher protein FimD,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00014,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00015,CDS,papB,Major pilu subunit operon regulatory protein PapB,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00016,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00017,CDS,repB,RepFIB replication protein A,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00018,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00019,CDS,ccdA,Antitoxin CcdA,GCA_041411215.1,plasmid_AB461,True
GCA_0414112151_plasm_00020,CDS,ccdB,Toxin CcdB,GCA_041411215.1,plasmid_AB461,True
GCA_0414112151_plasm_00021,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00022,CDS,xerC,Tyrosine recombinase XerC,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00023,CDS,pdeL,Cyclic di-GMP phosphodiesterase PdeL,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00024,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00025,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00026,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00027,CDS,,Invasin,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00028,CDS,,IS200/IS605 family transposase ISEc46,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00029,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00030,CDS,vsdE,Virulence protein vsdE,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00031,CDS,spvC,MAPK phosphothreonine lyase,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00032,CDS,spvB,Mono(ADP-ribosyl)transferase SpvB,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00033,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00034,CDS,mkaB,28.1 kDa virulence protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00035,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00036,CDS,mkaC,Virulence genes transcriptional activator,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00037,CDS,,hypothetical protein,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00038,CDS,,IS630 family transposase ISEc33,GCA_041411215.1,plasmid_AB461,False
GCA_0414112151_plasm_00039,CDS,,IS481 family transposase ISAzs36,GCA_041411215.1,plasmid_AB461,False
