#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,Food origin,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types,Outbreak
"Salmonella enterica","FSIS12031276","""FSIS12031276"",""SRS6874882""","Enteritidis","PDT000769287.1","2020-06-19T18:15:48Z","USA:IN","raw intact chicken","environmental/other","USA:IN","PDS000030237.1646",0,0,"SAMN15326157","GCA_013678235.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031332","""FSIS12031332"",""SRS6876221""","Enteritidis","PDT000769344.1","2020-06-19T21:13:56Z","USA:PA","raw intact chicken","environmental/other","USA:PA","PDS000065765.262",24,9,"SAMN15327118","GCA_013676775.1","aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS22028387","""FSIS22028387"",""SRS6890218""","Enteritidis","PDT000770581.1","2020-06-23T03:14:15Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000083226.1089",3,5,"SAMN15345410","GCA_013669115.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031270","""FSIS12031270"",""SRS6891861""","Enteritidis","PDT000770669.1","2020-06-23T16:14:32Z","USA:TX","raw intact chicken","environmental/other","USA:TX","PDS000083226.1089",2,2,"SAMN15249502","GCA_013666455.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031535","""FSIS12031535"",""SRS6906573""","Enteritidis","PDT000771460.1","2020-06-25T19:15:23Z","USA:WA","raw intact chicken","environmental/other",,"PDS000083226.1089",2,3,"SAMN15369375","GCA_013658875.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=-:-:-,serotype=I -:-:-",
"Salmonella enterica","FSIS12031517","""FSIS12031517"",""SRS6906591""","Enteritidis","PDT000771478.1","2020-06-25T19:15:28Z","USA:MA","comminuted chicken","environmental/other","USA:MA","PDS000065758.1669",0,0,"SAMN15369392","GCA_013658575.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS22028466","""FSIS22028466"",""SRS6910729""","Enteritidis","PDT000771794.1","2020-06-26T17:14:53Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000030237.1646",2,4,"SAMN15376354","GCA_013653915.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS22028465","""FSIS22028465"",""SRS6910765""","Enteritidis","PDT000771825.1","2020-06-26T17:15:02Z","USA:NH","raw intact chicken","environmental/other","USA:NH","PDS000065758.1669",1,1,"SAMN15376353","GCA_013653355.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS22028479","""FSIS22028479"",""SRS6916623""","Enteritidis","PDT000773608.1","2020-06-29T03:13:38Z","USA:OH","comminuted chicken","environmental/other","USA:OH","PDS000030237.1646",2,0,"SAMN15395499","GCA_013634275.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS22028459","""FSIS22028459"",""SRS6916635""","Enteritidis","PDT000773624.1","2020-06-29T04:13:53Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000030237.1646",1,0,"SAMN15395495","GCA_013633915.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031496","""FSIS12031496"",""SRS6921673""","Enteritidis","PDT000773982.1","2020-06-29T22:13:47Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000246039.3",3,2,"SAMN15400847","GCA_013627475.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031645","""FSIS12031645"",""SRS6938977""","Enteritidis","PDT000781108.1","2020-07-03T05:16:23Z","USA:WA","raw intact chicken","environmental/other",,"PDS000083226.1089",3,4,"SAMN15428832","GCA_013570275.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031630","""FSIS12031630"",""SRS6938989""","Enteritidis","PDT000781120.1","2020-07-03T05:16:27Z","USA:CA","raw intact chicken","environmental/other","USA:CA","PDS000030237.1646",3,2,"SAMN15428857","GCA_013570975.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031626","""FSIS12031626"",""SRS6938993""","Enteritidis","PDT000781124.1","2020-07-03T05:16:29Z","USA:OH","raw intact chicken","environmental/other","USA:OH","PDS000030237.1646",1,1,"SAMN15428853","GCA_013570825.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS22028549","""FSIS22028549"",""SRS6939455""","Enteritidis","PDT000781227.1","2020-07-03T05:17:04Z","USA:OH","raw intact chicken","environmental/other","USA:OH","PDS000032668.1668",1,1,"SAMN15429690","GCA_013568865.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS22028541","""FSIS22028541"",""SRS6939460""","Enteritidis","PDT000781232.1","2020-07-03T05:17:06Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",3,4,"SAMN15429682","GCA_013572775.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS22028528","""FSIS22028528"",""SRS6963832""","Enteritidis","PDT000784242.1","2020-07-08T06:15:33Z","USA:AL","chicken carcass","environmental/other","USA:AL","PDS000030237.1646",13,1,"SAMN15468507","GCA_013506415.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS22028535","""FSIS22028535"",""SRS6963840""","Enteritidis","PDT000784247.1","2020-07-08T06:15:35Z","USA:GA","comminuted chicken","environmental/other","USA:GA","PDS000030237.1646",24,3,"SAMN15468514","GCA_013508035.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS22028587","""FSIS22028587"",""SRS6980597""","Enteritidis","PDT000785216.1","2020-07-10T09:23:46Z","USA:CA","raw intact chicken","environmental/other","USA:CA","PDS000032668.1668",4,1,"SAMN15497683","GCA_013499515.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS32003586","""FSIS32003586"",""SRS6980652""","Enteritidis","PDT000785245.1","2020-07-10T09:23:54Z","USA:MN","comminuted chicken","environmental/other","USA:MN","PDS000032668.1668",6,0,"SAMN15497655","GCA_013618095.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS32003579","""FSIS32003579"",""SRS6980653""","Enteritidis","PDT000785246.1","2020-07-10T09:23:54Z","USA:IN","raw intact chicken","environmental/other","USA:IN","PDS000030237.1646",0,0,"SAMN15497650","GCA_013618075.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS32003592","""FSIS32003592"",""SRS6980662""","Enteritidis","PDT000785253.1","2020-07-10T09:23:56Z","USA:IN","raw intact chicken","environmental/other","USA:IN","PDS000030237.1646",1,1,"SAMN15498556","GCA_013499895.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS32003590","""FSIS32003590"",""SRS6980664""","Enteritidis","PDT000785255.1","2020-07-10T09:23:57Z","USA:IL","raw intact chicken","environmental/other","USA:IL","PDS000065758.1669",1,1,"SAMN15498554","GCA_016166765.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031799","""FSIS12031799"",""SRS7000998""","Enteritidis","PDT000787952.1","2020-07-14T16:17:00Z","USA:TX","raw intact chicken","environmental/other","USA:TX","PDS000030237.1646",5,1,"SAMN15520851","GCA_013564715.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031545","""FSIS12031545"",""SRS7002828""","Enteritidis","PDT000788212.1","2020-07-14T20:15:28Z","USA:MN","chicken carcass","environmental/other","USA:MN","PDS000030237.1646",2,0,"SAMN15532318","GCA_013581275.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031820","""FSIS12031820"",""SRS7010468""","Enteritidis","PDT000788964.1","2020-07-15T21:15:41Z","USA:LA","chicken carcass","environmental/other","USA:LA","PDS000083226.1089",4,3,"SAMN15544576","GCA_013582495.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031821","""FSIS12031821"",""SRS7010470""","Enteritidis","PDT000788965.1","2020-07-15T21:15:42Z","USA:IN","raw intact chicken","environmental/other","USA:IN","PDS000030237.1646",0,0,"SAMN15544577","GCA_013585615.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS32003620","""FSIS32003620"",""SRS7054602""","Enteritidis","PDT000793941.1","2020-07-22T00:15:18Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000083226.1089",3,1,"SAMN15581486","GCA_013513015.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS32003623","""FSIS32003623"",""SRS7054605""","Enteritidis","PDT000793942.1","2020-07-22T00:15:18Z","USA:FL","comminuted chicken","environmental/other","USA:FL","PDS000083226.1089",3,8,"SAMN15581489","GCA_013477785.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS22028695","""FSIS22028695"",""SRS7054592""","Enteritidis","PDT000793956.1","2020-07-22T00:15:22Z","USA:DE","raw intact chicken","environmental/other","USA:DE","PDS000065758.1669",1,1,"SAMN15581476","GCA_013477525.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031954","""FSIS12031954"",""SRS7084598""","Enteritidis","PDT000796221.1","2020-07-24T22:15:32Z","USA:CT","comminuted chicken","environmental/other","USA:CT","PDS000065758.1669",6,3,"SAMN15641330","GCA_013705345.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031806","""FSIS12031806"",""SRS7123511""","Enteritidis","PDT000800118.1","2020-07-31T21:19:32Z","USA:OH","comminuted chicken","environmental/other","USA:OH","PDS000030237.1646",2,2,"SAMN15690295","GCA_014045365.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12031946","""FSIS12031946"",""SRS7123638""","Enteritidis","PDT000800172.1","2020-07-31T21:19:51Z","USA:OH","comminuted chicken","environmental/other","USA:OH","PDS000032668.1668",2,1,"SAMN15690322","GCA_014043885.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12032126","""FSIS12032126"",""SRS7123739""","Enteritidis","PDT000800238.1","2020-07-31T23:18:03Z","USA:KS","comminuted chicken","environmental/other","USA:KS","PDS000030237.1646",0,0,"SAMN15690368","GCA_014043465.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12032033","""FSIS12032033"",""SRS7144491""","Enteritidis","PDT000801963.1","2020-08-04T21:16:56Z","USA:MN","comminuted chicken","environmental/other","USA:MN","PDS000032668.1668",3,5,"SAMN15728627","GCA_014067885.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12032037","""FSIS12032037"",""SRS7144496""","Enteritidis","PDT000801969.1","2020-08-04T21:16:59Z","USA:IL","comminuted beef","environmental/other","USA:IL","PDS000002770.694",1,2,"SAMN15728631","GCA_014067775.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12032039","""FSIS12032039"",""SRS7144499""","Enteritidis","PDT000801972.1","2020-08-04T21:17:00Z","USA:NJ","comminuted chicken","environmental/other","USA:NJ","PDS000065758.1669",0,0,"SAMN15728633","GCA_014067795.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12032041","""FSIS12032041"",""SRS7144512""","Enteritidis","PDT000801986.1","2020-08-04T21:17:06Z","USA:OK","raw intact chicken","environmental/other","USA:OK","PDS000030237.1646",4,2,"SAMN15728635","GCA_014068055.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","KUFSE-CM160","""KUFSE-CM160""","Enteritidis","PDT000828279.1","2020-09-01T10:17:35Z","South Korea: Chungcheongbuk-do","chicken meat","environmental/other",,"PDS000184085.14",15,16,"SAMN14167847","GCA_014349255.1","aac(3)-IId=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","KUFSE-CM149","""KUFSE-CM149""","Enteritidis","PDT000828280.1","2020-09-01T10:17:43Z","South Korea: Gyeonggi-do","chicken meat","environmental/other",,"PDS000184085.14",12,5,"SAMN14167846","GCA_014349275.1","aac(3)-IId=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","KUFSE-CM161","""KUFSE-CM161""","Enteritidis","PDT000828282.1","2020-09-01T10:18:35Z","South Korea: Chungcheongbuk-do","chicken meat","environmental/other",,"PDS000184085.14",15,19,"SAMN14167848","GCA_014349295.1","aac(3)-IId=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","KUFSE-CM22","""KUFSE-CM22""","Enteritidis","PDT000828283.1","2020-09-01T10:18:40Z","South Korea: Gyeonggi-do","chicken meat","environmental/other",,"PDS000026912.8",7,14,"SAMN14167839","GCA_014349355.1","aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,gyrA_D87G=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","KUFSE-CM123","""KUFSE-CM123""","Enteritidis","PDT000828284.1","2020-09-01T10:18:46Z","South Korea: Gyeonggi-do","chicken meat","environmental/other",,"PDS000184417.155",6,39,"SAMN14167843","GCA_014349365.1","gyrA_D87G=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","KUFSE-CM132","""KUFSE-CM132""","Enteritidis","PDT000828285.1","2020-09-01T10:18:47Z","South Korea: Gyeonggi-do","chicken meat","environmental/other",,"PDS000026912.8",3,10,"SAMN14167844","GCA_014349395.1","aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=PARTIAL_END_OF_CONTIG,gyrA_D87G=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","KUFSE-CM34","""KUFSE-CM34""","Enteritidis","PDT000828286.1","2020-09-01T10:18:51Z","South Korea: Gyeonggi-do","chicken meat","environmental/other",,"PDS000184085.14",7,14,"SAMN14167841","GCA_014349375.1","aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","ODA 99-30581-13","""ODA"",""ODA 99-30581-13"",""SRS7285548""","Enteritidis","PDT000830560.1","2020-09-07T03:07:24Z","USA","egg","environmental/other",,"PDS000030259.39",15,21,"SAMN15925966","GCA_014489705.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","PT13","""PT13"",""SRS7303265""","Enteritidis","PDT000834384.1","2020-09-10T03:01:48Z","USA","egg","environmental/other",,"PDS000030259.39",0,6,"SAMN15960714","GCA_014518265.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","PT8","""PT8"",""SRS7303266""","Enteritidis","PDT000834385.1","2020-09-10T03:02:49Z","USA","egg","environmental/other",,"PDS000030237.1646",1,2,"SAMN15960713","GCA_014518305.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12033562","""FSIS12033562"",""SRS7392520""","Enteritidis","PDT000839251.1","2020-09-18T21:24:48Z","USA:MO","raw intact chicken","environmental/other","USA:MO","PDS000030237.1646",6,1,"SAMN16212901","GCA_014667795.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N18S1522","""CVM N18S1522"",""SRS7415021""","Enteritidis","PDT000843284.1","2020-09-23T19:23:15Z","USA:MO","Chicken Breasts","environmental/other",,"PDS000083226.1089",2,1,"SAMN16239069","GCA_046042115.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S1891","""CVM N19S1891"",""SRS7415214""","Enteritidis","PDT000843311.1","2020-09-23T19:23:21Z","USA:NM","ground turkey","environmental/other",,"PDS000032668.1668",1,6,"SAMN16231314","GCA_046041995.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S1811","""CVM N19S1811"",""SRS7415208""","Enteritidis","PDT000843317.1","2020-09-23T19:23:23Z","USA:SC","Chicken Wings","environmental/other",,"PDS000065758.1669",1,2,"SAMN16231308","GCA_046041875.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S1284","""CVM N19S1284"",""SRS7415191""","Enteritidis","PDT000843334.1","2020-09-23T19:23:27Z","USA:SC","Chicken Wings","environmental/other",,"PDS000030237.1646",4,2,"SAMN16231293","GCA_046041575.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S1252","""CVM N19S1252"",""SRS7415180""","Enteritidis","PDT000843345.1","2020-09-23T19:23:30Z","USA:KS","Chicken Thighs","environmental/other",,"PDS000032669.436",0,1,"SAMN16231283","GCA_046041335.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S1180","""CVM N19S1180"",""SRS7415175""","Enteritidis","PDT000843350.1","2020-09-23T19:23:31Z","USA:GA","Chicken Thighs","environmental/other",,"PDS000065758.1669",0,0,"SAMN16231278","GCA_046041255.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S1082","""CVM N19S1082"",""SRS7415152""","Enteritidis","PDT000843372.1","2020-09-23T19:23:37Z","USA:TX","Chicken Wings","environmental/other",,"PDS000032668.1668",3,5,"SAMN16231258","GCA_046040935.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S0922","""CVM N19S0922"",""SRS7415137""","Enteritidis","PDT000843388.1","2020-09-23T19:23:41Z","USA:TN","Chicken Breasts","environmental/other",,"PDS000032669.436",2,2,"SAMN16231244","GCA_046040435.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S2096","""CVM N19S2096"",""SRS7415116""","Enteritidis","PDT000843409.1","2020-09-23T19:23:45Z","USA:PA","Chicken Thighs","environmental/other",,"PDS000065758.1669",0,0,"SAMN16231330","GCA_046040025.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12033817","""FSIS12033817"",""SRS7416447""","Enteritidis","PDT000843636.1","2020-09-23T23:22:31Z","USA:CA","raw intact chicken","environmental/other","USA:CA","PDS000083226.1089",6,5,"SAMN16249220","GCA_014718335.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12034460","""FSIS12034460"",""SRS7513288""","Enteritidis","PDT000860512.1","2020-10-13T17:20:08Z","USA:TX","raw intact chicken","environmental/other","USA:TX","PDS000030237.1646",6,5,"SAMN16428285","GCA_014889645.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S1251","""CVM N19S1251"",""SRS7532169""","Enteritidis","PDT000863260.1","2020-10-20T00:30:50Z","USA:KS","Chicken Thighs","environmental/other",,"PDS000032669.436",0,1,"SAMN16424501","GCA_046001385.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S0642","""CVM N19S0642"",""SRS7532142""","Enteritidis","PDT000863287.1","2020-10-20T00:30:58Z","USA:PA","Chicken Breasts","environmental/other",,"PDS000030237.1646",1,1,"SAMN16424477","GCA_046000925.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S0046","""CVM N19S0046"",""SRS7532134""","Enteritidis","PDT000863294.1","2020-10-20T00:31:01Z","USA:MN","ground turkey","environmental/other",,"PDS000065758.1669",0,1,"SAMN16424453","GCA_046000765.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12034642","""FSIS12034642"",""SRS7620193""","Enteritidis","PDT000872766.1","2020-10-30T06:26:56Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000083226.1089",1,0,"SAMN16597409","GCA_015165895.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12034853","""FSIS12034853"",""SRS7620449""","Enteritidis","PDT000872811.1","2020-10-30T06:27:09Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000246039.3",0,0,"SAMN16597449","GCA_015171715.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12034953","""FSIS12034953"",""SRS7620529""","Enteritidis","PDT000872837.1","2020-10-30T06:27:16Z","USA:DE","raw intact chicken","environmental/other","USA:DE","PDS000065758.1669",3,3,"SAMN16597470","GCA_015169675.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12034691","""FSIS12034691"",""SRS7624765""","Enteritidis","PDT000873665.1","2020-10-30T21:27:42Z","USA:OH","chicken carcass","environmental/other","USA:OH","PDS000032668.1668",22,23,"SAMN16611413","GCA_015178125.1","mdsA=COMPLETE,mdsB=COMPLETE,qnrB19=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12035800","""FSIS12035800"",""SRS7758596""","Enteritidis","PDT000897895.1","2020-11-25T20:25:58Z","USA:CA","raw intact chicken","environmental/other","USA:CA","PDS000083226.1089",2,1,"SAMN16873975","GCA_015922145.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12035796","""FSIS12035796"",""SRS7760272""","Enteritidis","PDT000897896.1","2020-11-25T20:25:58Z","USA:WI","raw intact chicken","environmental/other","USA:WI","PDS000032668.1668",0,0,"SAMN16873971","GCA_015922105.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12035844","""FSIS12035844"",""SRS7758350""","Enteritidis","PDT000897898.1","2020-11-25T20:25:59Z","USA:OH","comminuted chicken","environmental/other","USA:OH","PDS000032668.1668",0,0,"SAMN16873994","GCA_015922085.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12035846","""FSIS12035846"",""SRS7771011""","Enteritidis","PDT000897976.1","2020-11-25T23:24:23Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000030237.1646",3,3,"SAMN16873996","GCA_015920385.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12035398","""FSIS12035398"",""SRS7763948""","Enteritidis","PDT000898133.1","2020-11-26T00:24:47Z","USA:MO","chicken carcass","environmental/other","USA:MO","PDS000065758.1669",0,0,"SAMN16873963","GCA_015919965.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12035988","""FSIS12035988"",""SRS7829093""","Enteritidis","PDT000902991.1","2020-12-03T21:17:04Z","USA:MI","chicken carcass","environmental/other","USA:MI","PDS000032668.1668",0,7,"SAMN16989330","GCA_015740865.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
